,model,n_features,outliers,n_splits,mae,mse,r2_score
330,GradientBoostingRegressor,6,no,5,0.7444364893598222,11.743316828950459,-11.743316828950459
331,GradientBoostingRegressor,6,yes,5,0.7444364893598222,11.743316828950459,-11.743316828950459
332,DecisionTreeRegressor,14,no,5,0.7981165737970957,11.524696589900838,-11.524696589900838
333,DecisionTreeRegressor,14,yes,5,0.7981165737970957,11.524696589900838,-11.524696589900838
334,Pipeline,15,yes,2,2.18790684399415,11.480059544591752,-11.480059544591752
335,Pipeline,15,no,2,2.18790684399415,11.480059544591752,-11.480059544591752
336,RandomForestRegressor,10,yes,5,0.8180365708334989,11.382455735732739,-11.382455735732739
337,RandomForestRegressor,10,no,5,0.8180365708334989,11.382455735732739,-11.382455735732739
338,RandomForestRegressor,12,yes,5,0.8083896223348942,11.006899310126391,-11.006899310126391
339,RandomForestRegressor,12,no,5,0.8083896223348942,11.006899310126391,-11.006899310126391
340,DecisionTreeRegressor,2,no,5,0.7022037351646455,10.698115619121575,-10.698115619121575
341,DecisionTreeRegressor,2,yes,5,0.7022037351646455,10.698115619121575,-10.698115619121575
342,Ridge,2,yes,4,0.7790837441258802,10.646172612324614,-10.646172612324614
343,Ridge,2,no,4,0.7790837441258802,10.646172612324614,-10.646172612324614
344,LinearRegression,2,yes,4,0.7774790016243531,10.622068159899024,-10.622068159899024
345,LinearRegression,2,no,4,0.7774790016243531,10.622068159899024,-10.622068159899024
346,LGBMRegressor,6,no,4,0.7861416902221231,10.538287051453358,-10.538287051453358
347,LGBMRegressor,6,yes,4,0.7861416902221231,10.538287051453358,-10.538287051453358
348,Ridge,4,no,4,0.7718829202231667,10.525487244218521,-10.525487244218521
349,Ridge,4,yes,4,0.7718829202231667,10.525487244218521,-10.525487244218521
350,Ridge,3,yes,4,0.7705342711464485,10.502438459427058,-10.502438459427058
351,Ridge,3,no,4,0.7705342711464485,10.502438459427058,-10.502438459427058
352,LinearRegression,3,yes,4,0.7660397651112616,10.451695063344404,-10.451695063344404
353,LinearRegression,3,no,4,0.7660397651112616,10.451695063344404,-10.451695063344404
354,RandomForestRegressor,7,no,4,0.7671542340667851,10.45102174037255,-10.45102174037255
355,RandomForestRegressor,7,yes,4,0.7671542340667851,10.45102174037255,-10.45102174037255
356,RandomForestRegressor,6,yes,4,0.7665700835294433,10.423227941302986,-10.423227941302986
357,RandomForestRegressor,6,no,4,0.7665700835294433,10.423227941302986,-10.423227941302986
358,LGBMRegressor,5,yes,4,0.7615741043167519,10.314077561250183,-10.314077561250183
359,LGBMRegressor,5,no,4,0.7615741043167519,10.314077561250183,-10.314077561250183
360,GradientBoostingRegressor,7,no,5,0.7616380743201943,10.203815216622095,-10.203815216622095
361,GradientBoostingRegressor,7,yes,5,0.7616380743201943,10.203815216622095,-10.203815216622095
362,RandomForestRegressor,5,yes,4,0.7595648743904486,10.020737440314008,-10.020737440314008
363,RandomForestRegressor,5,no,4,0.7595648743904486,10.020737440314008,-10.020737440314008
364,LGBMRegressor,2,no,4,0.7759973279418413,9.921546919667552,-9.921546919667552
365,LGBMRegressor,2,yes,4,0.7759973279418413,9.921546919667552,-9.921546919667552
366,DecisionTreeRegressor,3,no,4,0.6980318183257666,9.783005718665837,-9.783005718665837
367,DecisionTreeRegressor,3,yes,4,0.6980318183257666,9.783005718665837,-9.783005718665837
368,LGBMRegressor,3,no,4,0.784568490148405,9.766232055485306,-9.766232055485306
369,LGBMRegressor,3,yes,4,0.784568490148405,9.766232055485306,-9.766232055485306
370,RandomForestRegressor,6,no,5,0.7532148639999414,9.508528255512132,-9.508528255512132
371,RandomForestRegressor,6,yes,5,0.7532148639999414,9.508528255512132,-9.508528255512132
372,RandomForestRegressor,7,yes,5,0.7685444692873266,9.457572827681707,-9.457572827681707
373,RandomForestRegressor,7,no,5,0.7685444692873266,9.457572827681707,-9.457572827681707
374,LGBMRegressor,4,no,4,0.7773073641194251,9.448283066979569,-9.448283066979569
375,LGBMRegressor,4,yes,4,0.7773073641194251,9.448283066979569,-9.448283066979569
376,DecisionTreeRegressor,4,no,4,0.6877828871781285,9.273385127654654,-9.273385127654654
377,DecisionTreeRegressor,4,yes,4,0.6877828871781285,9.273385127654654,-9.273385127654654
378,SVR,9,yes,4,0.7501420327995652,9.169441830342208,-9.169441830342208
379,SVR,9,no,4,0.7501420327995652,9.169441830342208,-9.169441830342208
380,Pipeline,2,no,4,0.9686169087222285,9.102080176075084,-9.102080176075084
381,Pipeline,2,yes,4,0.9686169087222285,9.102080176075084,-9.102080176075084
382,DecisionTreeRegressor,7,yes,5,0.7583090290417773,8.972624929175575,-8.972624929175575
383,DecisionTreeRegressor,7,no,5,0.7583090290417773,8.972624929175575,-8.972624929175575
384,GradientBoostingRegressor,15,no,5,0.8208885005535885,8.945518056739024,-8.945518056739024
385,GradientBoostingRegressor,15,yes,5,0.8208885005535885,8.945518056739024,-8.945518056739024
386,DecisionTreeRegressor,6,no,5,0.7503540106281544,8.798852282070868,-8.798852282070868
387,DecisionTreeRegressor,6,yes,5,0.7503540106281544,8.798852282070868,-8.798852282070868
388,RandomForestRegressor,13,no,5,0.8007473678440633,8.776085857325246,-8.776085857325246
389,RandomForestRegressor,13,yes,5,0.8007473678440633,8.776085857325246,-8.776085857325246
390,Ridge,5,no,5,0.7724943604300559,8.705366024539188,-8.705366024539188
391,Ridge,5,yes,5,0.7724943604300559,8.705366024539188,-8.705366024539188
392,RandomForestRegressor,15,yes,5,0.8079583039378914,8.695602859306666,-8.695602859306666
393,RandomForestRegressor,15,no,5,0.8079583039378914,8.695602859306666,-8.695602859306666
394,SVR,10,no,4,0.7450497231907489,8.605598792299272,-8.605598792299272
395,SVR,10,yes,4,0.7450497231907489,8.605598792299272,-8.605598792299272
396,RandomForestRegressor,14,yes,5,0.8002017578310372,8.528809769401587,-8.528809769401587
397,RandomForestRegressor,14,no,5,0.8002017578310372,8.528809769401587,-8.528809769401587
398,GradientBoostingRegressor,5,yes,4,0.7346942031308062,8.396863628159974,-8.396863628159974
399,GradientBoostingRegressor,5,no,4,0.7346942031308062,8.396863628159974,-8.396863628159974
400,Ridge,8,yes,5,0.7800278816135012,8.32375092256961,-8.32375092256961
401,Ridge,8,no,5,0.7800278816135012,8.32375092256961,-8.32375092256961
402,Ridge,9,no,5,0.778686962990773,8.306613948514823,-8.306613948514823
403,Ridge,9,yes,5,0.778686962990773,8.306613948514823,-8.306613948514823
404,GradientBoostingRegressor,13,yes,5,0.7963779442456348,8.01494440147849,-8.01494440147849
405,GradientBoostingRegressor,13,no,5,0.7963779442456348,8.01494440147849,-8.01494440147849
406,Ridge,6,yes,5,0.7615172910922225,7.950523069201661,-7.950523069201661
407,Ridge,6,no,5,0.7615172910922225,7.950523069201661,-7.950523069201661
408,SVR,15,no,4,0.7530055237760059,7.912611927107118,-7.912611927107118
409,SVR,15,yes,4,0.7530055237760059,7.912611927107118,-7.912611927107118
410,GradientBoostingRegressor,14,no,5,0.8034698657086892,7.900440488625494,-7.900440488625494
411,GradientBoostingRegressor,14,yes,5,0.8034698657086892,7.900440488625494,-7.900440488625494
412,SVR,6,yes,5,0.706675825311607,7.855402377143633,-7.855402377143633
413,SVR,6,no,5,0.706675825311607,7.855402377143633,-7.855402377143633
414,LGBMRegressor,3,no,5,0.750556470391272,7.702158423473703,-7.702158423473703
415,LGBMRegressor,3,yes,5,0.750556470391272,7.702158423473703,-7.702158423473703
416,Ridge,10,yes,5,0.7712069751709253,7.696612198268653,-7.696612198268653
417,Ridge,10,no,5,0.7712069751709253,7.696612198268653,-7.696612198268653
418,LGBMRegressor,4,yes,5,0.7509338439098021,7.684646667549002,-7.684646667549002
419,LGBMRegressor,4,no,5,0.7509338439098021,7.684646667549002,-7.684646667549002
420,LGBMRegressor,2,no,5,0.7355159382284022,7.678724072407573,-7.678724072407573
421,LGBMRegressor,2,yes,5,0.7355159382284022,7.678724072407573,-7.678724072407573
422,LGBMRegressor,8,yes,5,0.7370634287153843,7.6477220734859,-7.6477220734859
423,LGBMRegressor,8,no,5,0.7370634287153843,7.6477220734859,-7.6477220734859
424,LGBMRegressor,6,yes,5,0.7416786665566387,7.643956260528623,-7.643956260528623
425,LGBMRegressor,6,no,5,0.7416786665566387,7.643956260528623,-7.643956260528623
426,DecisionTreeRegressor,15,yes,5,0.8090130514386795,7.641872729618925,-7.641872729618925
427,DecisionTreeRegressor,15,no,5,0.8090130514386795,7.641872729618925,-7.641872729618925
428,LGBMRegressor,7,no,5,0.7377405592672008,7.641389801592238,-7.641389801592238
429,LGBMRegressor,7,yes,5,0.7377405592672008,7.641389801592238,-7.641389801592238
430,LGBMRegressor,5,no,5,0.7409855942100425,7.632027913644026,-7.632027913644026
431,LGBMRegressor,5,yes,5,0.7409855942100425,7.632027913644026,-7.632027913644026
432,Lasso,7,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
433,Lasso,10,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
434,Lasso,11,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
435,Lasso,10,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
436,Lasso,13,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
437,Lasso,12,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
438,Lasso,7,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
439,Lasso,11,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
440,Lasso,6,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
441,Lasso,13,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
442,Lasso,3,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
443,Lasso,5,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
444,Lasso,9,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
445,Lasso,3,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
446,Lasso,14,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
447,Lasso,4,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
448,Lasso,9,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
449,Lasso,6,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
450,Lasso,15,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
451,Lasso,8,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
452,Lasso,5,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
453,Lasso,4,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
454,Lasso,8,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
455,Lasso,14,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
456,ElasticNet,5,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
457,Lasso,15,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
458,ElasticNet,13,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
459,ElasticNet,4,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
460,ElasticNet,11,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
461,ElasticNet,11,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
462,ElasticNet,12,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
463,ElasticNet,5,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
464,ElasticNet,10,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
465,ElasticNet,6,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
466,ElasticNet,14,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
467,ElasticNet,15,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
468,ElasticNet,7,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
469,ElasticNet,15,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
470,ElasticNet,7,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
471,ElasticNet,10,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
472,ElasticNet,8,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
473,ElasticNet,8,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
474,ElasticNet,9,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
475,ElasticNet,6,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
476,ElasticNet,4,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
477,ElasticNet,9,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
478,ElasticNet,3,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
479,ElasticNet,12,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
480,Lasso,2,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
481,Lasso,2,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
482,ElasticNet,3,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
483,ElasticNet,2,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
484,Lasso,12,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
485,ElasticNet,14,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
486,ElasticNet,13,yes,5,0.7671881347085787,7.630981837628253,-7.630981837628253
487,ElasticNet,2,no,5,0.7671881347085787,7.630981837628253,-7.630981837628253
488,LGBMRegressor,9,yes,5,0.7493676707321202,7.622191340461486,-7.622191340461486
489,LGBMRegressor,9,no,5,0.7493676707321202,7.622191340461486,-7.622191340461486
490,LGBMRegressor,13,yes,5,0.7480865448509164,7.612618222730798,-7.612618222730798
491,LGBMRegressor,13,no,5,0.7480865448509164,7.612618222730798,-7.612618222730798
492,LGBMRegressor,14,no,5,0.7480865448509164,7.612618222730798,-7.612618222730798
493,LGBMRegressor,14,yes,5,0.7480865448509164,7.612618222730798,-7.612618222730798
494,LGBMRegressor,12,no,5,0.743266762095666,7.609051948171524,-7.609051948171524
495,LGBMRegressor,12,yes,5,0.743266762095666,7.609051948171524,-7.609051948171524
496,LGBMRegressor,15,yes,5,0.7510527052833743,7.608207971588766,-7.608207971588766
497,LGBMRegressor,15,no,5,0.7510527052833743,7.608207971588766,-7.608207971588766
498,LGBMRegressor,11,no,5,0.7452574238938199,7.6058815409918195,-7.6058815409918195
499,LGBMRegressor,11,yes,5,0.7452574238938199,7.6058815409918195,-7.6058815409918195
500,LGBMRegressor,10,yes,5,0.7419479958553196,7.600421443474886,-7.600421443474886
501,LGBMRegressor,10,no,5,0.7419479958553196,7.600421443474886,-7.600421443474886
502,Ridge,7,yes,5,0.7761076239587167,7.394861720351635,-7.394861720351635
503,Ridge,7,no,5,0.7761076239587167,7.394861720351635,-7.394861720351635
504,SVR,5,yes,5,0.7142424189613429,7.364232323454901,-7.364232323454901
505,SVR,5,no,5,0.7142424189613429,7.364232323454901,-7.364232323454901
506,GradientBoostingRegressor,4,no,4,0.7222122926759842,7.272862403087726,-7.272862403087726
507,GradientBoostingRegressor,4,yes,4,0.7222122926759842,7.272862403087726,-7.272862403087726
508,GradientBoostingRegressor,7,no,4,0.7300851828344979,7.222911916065376,-7.222911916065376
509,GradientBoostingRegressor,7,yes,4,0.7300851828344979,7.222911916065376,-7.222911916065376
510,SVR,11,no,4,0.7379757650449608,7.010538432441281,-7.010538432441281
511,SVR,11,yes,4,0.7379757650449608,7.010538432441281,-7.010538432441281
512,Ridge,11,no,5,0.7694701448660741,6.886462961748113,-6.886462961748113
513,Ridge,11,yes,5,0.7694701448660741,6.886462961748113,-6.886462961748113
514,SVR,13,no,4,0.7376532472846709,6.848929210147201,-6.848929210147201
515,SVR,13,yes,4,0.7376532472846709,6.848929210147201,-6.848929210147201
516,SVR,14,yes,4,0.7353658969880842,6.6511709030320025,-6.6511709030320025
517,SVR,14,no,4,0.7353658969880842,6.6511709030320025,-6.6511709030320025
518,SVR,8,yes,5,0.7074207236892137,6.574103656675382,-6.574103656675382
519,SVR,8,no,5,0.7074207236892137,6.574103656675382,-6.574103656675382
520,SVR,13,yes,5,0.7351131072138647,6.482255033527402,-6.482255033527402
521,SVR,13,no,5,0.7351131072138647,6.482255033527402,-6.482255033527402
522,GradientBoostingRegressor,6,no,4,0.7118802297075243,6.470095419535536,-6.470095419535536
523,GradientBoostingRegressor,6,yes,4,0.7118802297075243,6.470095419535536,-6.470095419535536
524,GradientBoostingRegressor,3,no,4,0.7207742308325268,6.371675878088023,-6.371675878088023
525,GradientBoostingRegressor,3,yes,4,0.7207742308325268,6.371675878088023,-6.371675878088023
526,SVR,14,no,5,0.7344445092910925,6.369736411254982,-6.369736411254982
527,SVR,14,yes,5,0.7344445092910925,6.369736411254982,-6.369736411254982
528,SVR,10,yes,5,0.7431631056047994,6.369203680744132,-6.369203680744132
529,SVR,10,no,5,0.7431631056047994,6.369203680744132,-6.369203680744132
530,SVR,15,no,5,0.7449564130417264,6.357827902270804,-6.357827902270804
531,SVR,15,yes,5,0.7449564130417264,6.357827902270804,-6.357827902270804
532,SVR,9,yes,5,0.7278835236474356,6.271989251570674,-6.271989251570674
533,SVR,9,no,5,0.7278835236474356,6.271989251570674,-6.271989251570674
534,SVR,12,no,4,0.7303222911712098,6.259463211271372,-6.259463211271372
535,SVR,12,yes,4,0.7303222911712098,6.259463211271372,-6.259463211271372
536,SVR,7,no,5,0.6945773611743677,6.248509931933102,-6.248509931933102
537,SVR,7,yes,5,0.6945773611743677,6.248509931933102,-6.248509931933102
538,RandomForestRegressor,4,no,4,0.7411304673118868,6.21639496611696,-6.21639496611696
539,RandomForestRegressor,4,yes,4,0.7411304673118868,6.21639496611696,-6.21639496611696
540,RandomForestRegressor,4,no,5,0.7430850239269831,6.187343531409771,-6.187343531409771
541,RandomForestRegressor,4,yes,5,0.7430850239269831,6.187343531409771,-6.187343531409771
542,Ridge,15,yes,5,0.8127375648516818,6.024927875294873,-6.024927875294873
543,Ridge,15,no,5,0.8127375648516818,6.024927875294873,-6.024927875294873
544,Ridge,14,yes,5,0.7823921618550966,6.005513722281266,-6.005513722281266
545,Ridge,14,no,5,0.7823921618550966,6.005513722281266,-6.005513722281266
546,RandomForestRegressor,3,no,5,0.7350799606810934,5.907163210893229,-5.907163210893229
547,RandomForestRegressor,3,yes,5,0.7350799606810934,5.907163210893229,-5.907163210893229
548,RandomForestRegressor,3,yes,4,0.7326912355171807,5.78088320132244,-5.78088320132244
549,RandomForestRegressor,3,no,4,0.7326912355171807,5.78088320132244,-5.78088320132244
550,GradientBoostingRegressor,3,yes,5,0.721856118537226,5.751072316042523,-5.751072316042523
551,GradientBoostingRegressor,3,no,5,0.721856118537226,5.751072316042523,-5.751072316042523
552,SVR,11,no,5,0.7360690884445398,5.713432232629217,-5.713432232629217
553,SVR,11,yes,5,0.7360690884445398,5.713432232629217,-5.713432232629217
554,RandomForestRegressor,2,yes,5,0.706578206604723,5.656907923461132,-5.656907923461132
555,RandomForestRegressor,2,no,5,0.706578206604723,5.656907923461132,-5.656907923461132
556,GradientBoostingRegressor,4,no,5,0.7040554747713605,5.404963270957881,-5.404963270957881
557,GradientBoostingRegressor,4,yes,5,0.7040554747713605,5.404963270957881,-5.404963270957881
558,Ridge,13,no,5,0.7687783819404956,5.310505866812288,-5.310505866812288
559,Ridge,13,yes,5,0.7687783819404956,5.310505866812288,-5.310505866812288
560,Pipeline,15,no,3,1.6967584406689111,5.160329592292196,-5.160329592292196
561,Pipeline,15,yes,3,1.6967584406689111,5.160329592292196,-5.160329592292196
562,SVR,12,yes,5,0.7343740088691073,5.1586312852357805,-5.1586312852357805
563,SVR,12,no,5,0.7343740088691073,5.1586312852357805,-5.1586312852357805
564,Ridge,12,no,5,0.7688551273159305,4.999976203139796,-4.999976203139796
565,Ridge,12,yes,5,0.7688551273159305,4.999976203139796,-4.999976203139796
566,DecisionTreeRegressor,4,yes,5,0.6900280791976097,4.848459857277967,-4.848459857277967
567,DecisionTreeRegressor,4,no,5,0.6900280791976097,4.848459857277967,-4.848459857277967
568,GradientBoostingRegressor,2,no,4,0.6925525089570068,4.598911530214458,-4.598911530214458
569,GradientBoostingRegressor,2,yes,4,0.6925525089570068,4.598911530214458,-4.598911530214458
570,SVR,5,no,4,0.7218193834749271,4.374262913128956,-4.374262913128956
571,SVR,5,yes,4,0.7218193834749271,4.374262913128956,-4.374262913128956
572,SVR,6,no,4,0.6998917548528114,4.100619300700885,-4.100619300700885
573,SVR,6,yes,4,0.6998917548528114,4.100619300700885,-4.100619300700885
574,SVR,4,no,4,0.7083544781058448,3.8840450765391807,-3.8840450765391807
575,SVR,4,yes,4,0.7083544781058448,3.8840450765391807,-3.8840450765391807
576,SVR,3,yes,4,0.6999923487706364,3.8668502509388394,-3.8668502509388394
577,SVR,3,no,4,0.6999923487706364,3.8668502509388394,-3.8668502509388394
578,RandomForestRegressor,2,yes,4,0.6993153911915635,3.8446703758728358,-3.8446703758728358
579,RandomForestRegressor,2,no,4,0.6993153911915635,3.8446703758728358,-3.8446703758728358
580,SVR,2,no,5,0.6726397882431725,3.8308238601844806,-3.8308238601844806
581,SVR,2,yes,5,0.6726397882431725,3.8308238601844806,-3.8308238601844806
582,SVR,8,yes,4,0.701760067976231,3.7727142782053784,-3.7727142782053784
583,SVR,8,no,4,0.701760067976231,3.7727142782053784,-3.7727142782053784
584,SVR,2,yes,4,0.6996201295438828,3.7493907305464123,-3.7493907305464123
585,SVR,2,no,4,0.6996201295438828,3.7493907305464123,-3.7493907305464123
586,SVR,3,no,5,0.6705564014043315,3.719745774996094,-3.719745774996094
587,SVR,3,yes,5,0.6705564014043315,3.719745774996094,-3.719745774996094
588,SVR,4,no,5,0.6802405598949338,3.4594336402569743,-3.4594336402569743
589,SVR,4,yes,5,0.6802405598949338,3.4594336402569743,-3.4594336402569743
590,SVR,7,yes,4,0.6954884290583596,3.413794999168812,-3.413794999168812
591,SVR,7,no,4,0.6954884290583596,3.413794999168812,-3.413794999168812
592,Ridge,4,yes,5,0.7364138150691468,3.138565532210947,-3.138565532210947
593,Ridge,4,no,5,0.7364138150691468,3.138565532210947,-3.138565532210947
594,DecisionTreeRegressor,3,no,5,0.6656172702063003,3.0722571805159564,-3.0722571805159564
595,DecisionTreeRegressor,3,yes,5,0.6656172702063003,3.0722571805159564,-3.0722571805159564
596,Pipeline,3,no,2,1.375770645853104,2.9493573813262355,-2.9493573813262355
597,Pipeline,3,yes,2,1.375770645853104,2.9493573813262355,-2.9493573813262355
598,Ridge,3,no,5,0.7344446992378961,2.8458420121473074,-2.8458420121473074
599,Ridge,3,yes,5,0.7344446992378961,2.8458420121473074,-2.8458420121473074
600,Ridge,2,yes,5,0.7436396370942621,2.842565412189689,-2.842565412189689
601,Ridge,2,no,5,0.7436396370942621,2.842565412189689,-2.842565412189689
602,LinearRegression,3,yes,5,0.7266165654355327,2.7876345337579767,-2.7876345337579767
603,LinearRegression,3,no,5,0.7266165654355327,2.7876345337579767,-2.7876345337579767
604,GradientBoostingRegressor,2,no,5,0.6957614008254941,2.5633721761649637,-2.5633721761649637
605,GradientBoostingRegressor,2,yes,5,0.6957614008254941,2.5633721761649637,-2.5633721761649637
606,LinearRegression,2,yes,5,0.7362831470952458,2.543369901703618,-2.543369901703618
607,LinearRegression,2,no,5,0.7362831470952458,2.543369901703618,-2.543369901703618
608,DecisionTreeRegressor,2,yes,4,0.6644560227513117,2.023735088222356,-2.023735088222356
609,DecisionTreeRegressor,2,no,4,0.6644560227513117,2.023735088222356,-2.023735088222356
610,LinearRegression,10,no,3,0.8848817018389633,1.0712972543001171,-1.0712972543001171
611,LinearRegression,10,yes,3,0.8848817018389633,1.0712972543001171,-1.0712972543001171
612,LinearRegression,11,no,3,0.8813461804815454,1.045641867774762,-1.045641867774762
613,LinearRegression,11,yes,3,0.8813461804815454,1.045641867774762,-1.045641867774762
614,DecisionTreeRegressor,13,yes,3,0.8486158120038169,0.9309477154543219,-0.9309477154543219
615,DecisionTreeRegressor,13,no,3,0.8486158120038169,0.9309477154543219,-0.9309477154543219
616,DecisionTreeRegressor,15,yes,3,0.8429651861429862,0.9051957569704433,-0.9051957569704433
617,DecisionTreeRegressor,15,no,3,0.8429651861429862,0.9051957569704433,-0.9051957569704433
618,Pipeline,3,yes,3,1.0520383792961183,0.8613867731066726,-0.8613867731066726
619,Pipeline,3,no,3,1.0520383792961183,0.8613867731066726,-0.8613867731066726
620,DecisionTreeRegressor,14,no,3,0.8439406882029473,0.8486511768732505,-0.8486511768732505
621,DecisionTreeRegressor,14,yes,3,0.8439406882029473,0.8486511768732505,-0.8486511768732505
622,DecisionTreeRegressor,12,no,3,0.814150093587522,0.8397481853046171,-0.8397481853046171
623,DecisionTreeRegressor,12,yes,3,0.814150093587522,0.8397481853046171,-0.8397481853046171
624,DecisionTreeRegressor,9,no,3,0.8107817566581031,0.7608121624069392,-0.7608121624069392
625,DecisionTreeRegressor,9,yes,3,0.8107817566581031,0.7608121624069392,-0.7608121624069392
626,LinearRegression,9,yes,3,0.8742813050725379,0.7195488382477887,-0.7195488382477887
627,LinearRegression,9,no,3,0.8742813050725379,0.7195488382477887,-0.7195488382477887
628,LinearRegression,15,yes,3,0.8737339128460886,0.7022775682872773,-0.7022775682872773
629,LinearRegression,15,no,3,0.8737339128460886,0.7022775682872773,-0.7022775682872773
630,LinearRegression,8,yes,3,0.8671036382808232,0.6946318750342031,-0.6946318750342031
631,LinearRegression,8,no,3,0.8671036382808232,0.6946318750342031,-0.6946318750342031
632,Ridge,15,no,3,0.8680389497420533,0.6945690278274164,-0.6945690278274164
633,Ridge,15,yes,3,0.8680389497420533,0.6945690278274164,-0.6945690278274164
634,DecisionTreeRegressor,8,no,3,0.787851858002201,0.6902649847254771,-0.6902649847254771
635,DecisionTreeRegressor,8,yes,3,0.787851858002201,0.6902649847254771,-0.6902649847254771
636,Pipeline,2,no,3,0.9834720012651852,0.681366096907232,-0.681366096907232
637,Pipeline,2,yes,3,0.9834720012651852,0.681366096907232,-0.681366096907232
638,Pipeline,2,yes,2,1.027217605216781,0.6561927743031462,-0.6561927743031462
639,Pipeline,2,no,2,1.027217605216781,0.6561927743031462,-0.6561927743031462
640,LinearRegression,14,yes,3,0.832930720502188,0.6553345762453051,-0.6553345762453051
641,LinearRegression,14,no,3,0.832930720502188,0.6553345762453051,-0.6553345762453051
642,LinearRegression,7,yes,3,0.8797271798134769,0.633575186666472,-0.633575186666472
643,LinearRegression,7,no,3,0.8797271798134769,0.633575186666472,-0.633575186666472
644,Ridge,14,yes,3,0.8251538515672578,0.6307611867649855,-0.6307611867649855
645,Ridge,14,no,3,0.8251538515672578,0.6307611867649855,-0.6307611867649855
646,DecisionTreeRegressor,15,yes,2,0.9728306678398089,0.5827737150251938,-0.5827737150251938
647,DecisionTreeRegressor,15,no,2,0.9728306678398089,0.5827737150251938,-0.5827737150251938
648,DecisionTreeRegressor,13,yes,2,0.9712623756706926,0.575034995534305,-0.575034995534305
649,DecisionTreeRegressor,13,no,2,0.9712623756706926,0.575034995534305,-0.575034995534305
650,LinearRegression,13,yes,3,0.8254212012549863,0.5711853291134493,-0.5711853291134493
651,LinearRegression,13,no,3,0.8254212012549863,0.5711853291134493,-0.5711853291134493
652,LinearRegression,12,yes,3,0.8268056752398879,0.567178080122467,-0.567178080122467
653,LinearRegression,12,no,3,0.8268056752398879,0.567178080122467,-0.567178080122467
654,DecisionTreeRegressor,7,no,3,0.7474386918310714,0.5638050632353993,-0.5638050632353993
655,DecisionTreeRegressor,7,yes,3,0.7474386918310714,0.5638050632353993,-0.5638050632353993
656,DecisionTreeRegressor,12,yes,2,0.9512441665540128,0.5620804949685273,-0.5620804949685273
657,DecisionTreeRegressor,12,no,2,0.9512441665540128,0.5620804949685273,-0.5620804949685273
658,Ridge,12,yes,3,0.820167957987365,0.5526319733515962,-0.5526319733515962
